GENERAL LOCATION LONG,SITE_NAME,ENTRY COMPLETE (Yes or No),DEPLOYED? ACTIVELY COLLECTING DATA? (yes or no),AGENCY,PERSON ACCOUNTABLE,RIVER_KM(RKM),GATE_TYPE,INSTRUMENT_SERIAL_NO.,SYSTEM_MAKE,SYSTEM_MODEL,FILENAME,FIRMWARE_VERSION ,AUTO(A)_OR_REALTIME(RT) ,MODEM_IP_ADDRESS,HYDROPHONE_LATITUDE,HYDROPHONE_LONGITUDE,SHORE_POINT_LATITUDE,SHORE_POINT_LONGITUDE,RECEIVER_CLOCK_TIME_SYSTEM,BattStart_DateTime,DAYS_SINCE_POWER_UP,IN_WATER_DATETIME,OUT_WATER_DATETIME,BOTTOM_DEPTH(M),BOTTOM_DEPTH (FT),HYDROPHONE_DEPTH(M),HYDROPHONE_DEPTH(FT),BEACON_TAG_ID (Dec format),BEACON_PRI (SECS),BEACON_LAT,BEACON_LONG,BEACON_TAG_IN_WATER_DATE,BEACON_TAG_OUT_WATER_DATE,MOORING_METHOD,DEPLOYED_BY,RECOVERED_BY,JUSTIFICATION,EXPECTED_STUDY_DURATION,FUNDING_SOURCE,SPECIES_TAGGED,NOTES_DEPLOYMENT_RECOVERY_DATA ,,
Clifton_Court_DS_Radial_Gates_2_2,CCDRG_2_2,No,Yes,USGS,Vallee,,DD,20110,ATS,SR3001,SR20110_220321_104838.csv,6.49,A,,37.83044,-121.559022,,,PST,3/21/2022 8:58,212,3/22/2022 7:51,07/21/2022 7:45,4.21,13.80,3.52,11.55,,,,,,,,,,,,,,,,
Clifton_Court_DS_Radial_Gates_2_3,CCDRG_2_3,No,No,USGS,Vallee,,DD,17005,ATS,SR3000,17005___211213_074910.csv,4.11,A,,37.831274,-121.558322,,,PST,12/13/2021,310,12/16/2021 15:16,03/22/2022 7:57,2.50,8.20,1.81,5.95,FA95,60.000,,,,,Weighted Frame,"CV, RJ, NV",,CAT,Nov 2021-July 2022,USBR,,Corrupt CF card. Partially recovered data using HXD editor. Missing approximately 70 days of data.,,
Clifton_Court_DS_Radial_Gates_2_3,CCDRG_2_3,No,Yes,USGS,Vallee,,DD,21031,ATS,SR3001,SR21031_220321_074531.csv,6.49,A,,37.831274,-121.558322,,,PST,3/21/2022 9:05,212,3/22/2022 8:07,07/21/2022 9:32,2.19,7.20,1.51,4.95,,,,,,,,,,,,,,,,
Clifton_Court_DS_Radial_Gates_2_4,CCDRG_2_4,No,No,USGS,Vallee,,DD,17018,ATS,SR3000,17018___211213_150702.csv,2.83,A,,37.830781,-121.557573,,,PST,12/13/2021,310,12/16/2021 14:13,03/22/2022 6:56,11.31,37.10,10.62,34.85,FAA5,60.000,,,,,Weighted Frame,"CV, RJ, NV",,CAT,Nov 2021-July 2022,USBR,,No lights on when recovered. Receiver stopped recording data approximately two weeks after deployment. Missing approx 85 days of data. Unable to recover any missing data using HXD editor.,,
Clifton_Court_DS_Radial_Gates_2_4,CCDRG_2_4,No,Yes,USGS,Vallee,,DD,20109,ATS,SR3001,SR20109_220321_104201.csv,6.49,A,,37.830775,-121.557558,,,PST,3/21/2022 9:11,212,3/22/2022 7:09:00,07/21/2022 8:15,9.30,30.50,8.61,28.25,,,,,,,,,,,,,,,,
Old_River_Victoria_1_1,ORV_1_1,No,Yes,USGS,Vallee,,DD,20127,ATS,SR3001,,6.49,A,,37.877555,-121.577715,,,PST,9/15/2022 14:47,33,9/16/2022 9:30:00,,4.88,16.00,4.19,13.75,,,,,,,Weighted Frame,"RJ,NV",,CAT,Year Round,USBR,,Temporarily replacing OLD realtime site due to bridge construction. ,,
Old_River_Victoria_1_2,ORV_1_2,No,Yes,USGS,Vallee,,DD,21023,ATS,SR3001,,6.49,A,,37.877218,-121.576842,,,PST,9/15/2022 14:58,33,9/16/2022 9:11:00,,4.33,14.20,3.64,11.95,,,,,,,Weighted Frame,"RJ,NV",,CAT,Year Round,USBR,,Temporarily replacing OLD realtime site due to bridge construction. ,,
Holland_Cut_Quimby_1_,HCQ_1_AUTO,Yes,No,USGS,Vallee,,DD,17112,ATS,SR3000,17112___210322_142517.csv,4.11,A,166.144.227.135,38.016575,-121.582018,,,PST,3/22/2021,,3/24/2021 8:39:00,01/12/2022 12:02,8.20,26.90,7.51,24.65,FF4A,60,38.016575,121.582018,3/24/2021 8:39:00,,Weighted Frame,"CV, RJ, NV","CV, RJ, NV",CAT,,USBR,,This autonomous unit replaced a realtime.,,
Holland_Cut_Quimby_1_,HCQ_1,RT-Ongoing,Yes,USGS,Vallee,,DD,20063,ATS,SR3017,,10.49,RT,63.46.176.7,38.016646,-121.582027,,,PST,,,2/22/2022 12:16,,9.39,30.80,8.70,28.55,65386.00,60,38.016646,-121.582027,2/22/2022 12:16,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,2/22/22 (11:00 pst): Re-installed real time site. Ran 200ft cable from new shore station on left bank. Beacon FF6A. 3/24/2022 (13:54 pst):  Swapped SD card. Updated SR3017 firmware from 10.48 to 10.49. 4/28/22 (10:03 pst):  Swapped SD card.  9/2/2022 (08:33 pst). Swapped Card. Persistent red light on receiver circuit board.,,
Holland_Cut_Quimby_2,HCQ_2,RT-Ongoing,Yes,USGS,Vallee,,DD,19057,ATS,SR3017,,10.49,RT,166.154.103.183,38.016468,-121.580698,,,PST,,,12/18/2020 12:25,,10.97,36.00,10.29,33.75,65322.00,60,38.016468,-121.580698,12/18/2020 12:25,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,1/12/22 (11:20 pst): Swapped SD card. Cleaned solar panel. Trimmed weeds and put down plywood under pv panel to block growth. 2/28/22: Clock issue relating to receiver falsly expecting leap year. Rebooted receiver remotely. 4/28/22 (10:18 pst): Updated firmware from 10.47 to 10.49. Swapped SD card. Cleared weeds. 9/2/2022 (08:41 pst): Swapped SD card. Cleared weeds around box. Cleaned solar panel.,,
Holland_Cut_Quimby_3,HCQ_3,RT-Ongoing,Yes,USGS,Vallee,,DD,19066,ATS,SR3017,,10.49,RT,166.144.227.112,38.021755,-121.582782,,,PST,,,12/18/2020 11:00,,8.81,28.90,8.12,26.65,65450.00,60,38.021713,-121.582584,12/18/2020 11:00,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,"1/12/22 (11:20 pst): Swapped SD card. Cleaned solar panel. Trimmed blackberries around box. 2/28/22: Clock issue relating to receiver falsly expecting leap year. Rebooted receiver remotely.  3/24/2022 (09:00 pst): Removed existing 600 ft cable and installed new 200ft cable and new shore station on left bank. Swapped SD Card. Updated SR3017 firmware from 10.47 to 10.49. HCUT 4 still remains at shore station on right bank. 4/28/22 (09:54 pst): Swapped SD card. 6/17/2022 (10:48) Came to trouble shoot HCUT3&4. Very large file on HCUT3. Swapped Card and rebooted. 9/2/2022 (08:19 pst): Swapped SD card, cleaned solar panel.",,
Holland_Cut_Quimby_4,HCQ_4,RT-Ongoing,Yes,USGS,Vallee,,DD,19051,ATS,SR3017,,10.49,RT,63.46.176.8,38.021791,-121.581372,,,PST,,,12/18/2020 10:55,,8.81,28.90,8.12,26.65,65370.00,60,38.021791,-121.581372,12/18/2020 10:55,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,1/12/22 (11:22 pst): Swapped SD card. Cleaned solar panel. Trimmed blackberries around box. 2/24/2022(10:20pst): Site visit to investigate unresponsive receiver. Found hydrophone cable taught. Determined the shield wire (pin6) was shorting out causing the receiver to power off. Unplugged shield wire for temporary fix until hydrophone cable can be swapped. Still detecting beacon FF5A.  3/24/2022 (9:00 pst):  Removed damaged hydrophone cable and installed new 120ft cable. Swapped SD card. Updated SR3017 firmware from 10.47 to 10.49. 4/28/22 (09:40 pst): Swapped SD card. Cleared weeds/blackberries. 6/17/2022 (10:28) Came to trouble shoot HCUT3&4. HCUT4 modem at no lights on except power light. Swapped RV50 (166.144.227.111) for new RV55 (63.46.176.8). Swapped SD card. 9/2/2022 (08:09 pst) Swapped card. Cleaned solar panel. Trimmed blackberries around box.,,
Old_River_Quimby_1,ORQ_1,RT-Ongoing,Yes,USGS,Vallee,,DD,19065,ATS,SR3017,,10.49,RT,166.144.227.110,38.02506,-121.564358,,,PST,,,11/06/2020 11:35,,10.36,34.00,9.68,31.75,65258.000,60,38.02506,-121.564358,11/06/2020 11:35,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,"1/12/22 (10:15 pst): Swapped SD card, cleared weeds, cleaned solar panel. Installed plywood under solar panel to block weeds. Removed wasps from box. Removed around a dozen black widows from box. 2/28/22: Clock issue relating to receiver falsly expecting leap year. Rebooted receiver remotely.  4/28/22 (11:17 pst): Updated firmware from 10.37 to 10.49. Swapped SD card. Cleared weeds. 9/2/2022 (10:19 pst) Swapped Card. Cleared weeds. Cleaned solar panel.",,
Old_River_Quimby_2,ORQ_2,RT-Ongoing,Yes,USGS,Vallee,,DD,19049,ATS,SR3017,,10.49,RT,166.255.93.122,38.025109,-121.563137,,,PST,,,11/6/2020 11:30,,4.57,15.00,3.89,12.75,65242.000,60,38.025109,-121.563137,11/6/2020 11:30,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,"1/12/22 (10:19pst): Swapped SD card, cleared weeds, cleaned solar panel. Installed plywood under solar panel to block weeds. Removed wasps from box. Removed around a dozen black widows from box. 2/28/22: Clock issue relating to receiver falsly expecting leap year. Rebooted receiver remotely. 4/28/22 (11:19 pst): Updated firmware from 10.37 to 10.49. Swapped SD card. Cleared weeds. 9/2/2022 (10:20 pst): Swapped Card. Cleared weeds. Cleaned solar panel.",,
Old_River_Quimby_3,ORQ_3,RT-Ongoing,Yes,USGS,Vallee,,DD,19063,ATS,SR3017,,10.49,RT,166.144.227.133,38.028245,-121.564368,,,PST,,,11/06/2020 13:20,,7.32,24.00,6.63,21.75,65226.000,60,38.028245,121.564368,11/06/2020 13:20,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,"1/12/22 (09:41 pst): Swapped SD card, cleared weeds, cleaned solar panel. Removed wasps from box. 4/28/22 (11:46 pst): Updated firmware from 10.37 to 10.49. Swapped SD card. Cleared weeds. 9/2/2022 (11:33 pst) Swapped Card. Cleaned solar panel.",,
Old_River_Quimby_4,ORQ_4,RT-Ongoing,Yes,USGS,Vallee,,DD,18007,ATS,SR3017,,10.49,RT,166.144.227.111,38.028016,-121.563092,,,PST,,,11/06/2020 13:05,,7.32,24.00,6.63,21.75,65366.000,60,38.028016,-121.563092,11/06/2020 13:05,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,"1/12/22 (09:40 pst): Swapped SD card, cleared weeds, cleaned solar panel. Removed wasps from box. 2/28/22: Clock issue relating to receiver falsly expecting leap year. Rebooted receiver remotely. 4/28/22 (11:47 pst): Updated firmware from 10.37 to 10.49. Swapped SD card. Cleared weeds. 9/2/2022 (11:35 pst) Swapped Card. Cleaned solar panel. 9/16/2022 (11:30 pst): Troubleshooting poor beacon detection efficiency. Receiver appears to be working normally. Decided to swap receiver anyway to see if problem resolves. Old SN: 19059, new SN: 18007.",,
Sacramento_below_Geo_1,SBG_1,RT-Ongoing,Yes,USGS,Vallee,,DD,18013,ATS,SR3017,,10.49,RT,63.46.249.36,,,,,PST,,,11/30/2020 13:45:00,,4.88,16.00,4.19,13.75,FEA8,60,,,11/15/2019,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,"1/20/22 (11:31 pst): Swapped SD card, cleaned solar panel. 2/28/22: Clock issue relating to receiver falsly expecting leap year. Rebooted receiver remotely.  3/3/2022 (8:43 pst): Swapped SD card. Updated SR3017 firmware to 10.49. 4/20/22 (10:00 pst): Pulled up hydrophone cable, installed new beacon (FEA8) on frame and re deployed hydrophone.",,
Sacramento_below_Geo_2,SBG_2,RT-Ongoing,Yes,USGS,Vallee,,DD,17136,ATS,SR3017,,10.49,RT,63.46.249.40,,,,,PST,,,11/01/2019 10:35:00,,7.01,23.00,6.32,20.75,64172.000,60,,,11/15/2019,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,"1/20/22 (11:43 pst): Swapped SD card, cleaned solar panel. 3/3/2022 (8:08 pst): Swapped SD card. Updated SR3017 firmware to 10.49 4/20/22 (11:00 pst): Pulled existing beacon from taught wire, replaced battery. Pulled up hydrophone cable, installed beacon on frame and re-deployed.",,
Sacramento_below_Geo_3,SBG_3,RT-Ongoing,Yes,USGS,Vallee,,DD,21153,ATS,SR3017,,10.49,RT,63.46.253.253,,,,,PST,,,11/01/2019 20:04:00,,8.84,29.00,8.15,26.75,64074.000,60,,,11/15/2019,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,"1/20/22 (11:55 pst): Swapped SD card, cleaned solar panel. 3/3/2022 (8:29 pst): Swapped SD card. Updated SR3017 firmware to 10.49. 4/18/2022 (13:10 pst): Receiver acting strange (jibberish in tera term). Swapped old receiver 17144 for new 21153. Fresh SD card.",,
Sacramento_below_Geo_4,SBG_4,RT-Ongoing,Yes,USGS,Vallee,,DD,20072,ATS,SR3017,,10.49,RT,166.140.138.137,,,,,PST,,,11/01/2019 11:01:00,,5.49,18.00,4.80,15.75,10476.000,60,,,11/15/2019,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,"1/20/22 (12:12 pst): Swapped SD card, cleaned solar panel. Moved beacon tag 28EC closer to hydrophone. Receiver picked up beacon immediately. 2/28/22: Clock issue relating to receiver falsly expecting leap year. Rebooted receiver remotely. Receiver would not accept commands after reboot.  3/3/22 (07:50 pst): SN 17124 not receiving commands. Swapped for SN 20072. New card.  3/3/2022 (8:00 pst): Swapped SD card. Updated SR3017 firmware to 10.49. 4/20/22 (10:00 pst): Pulled existing beacon tag from taught wire and installed next to hydrophone on frame.",,
Middle_River_2,MID_2,RT-Ongoing,Yes,USGS,Vallee,,S,18004,ATS,SR3017,,10.37,RT,63.46.249.42,37.9397,-121.5338,,,PST,,,11/1/2019 12:00,,,,,,,,,,,,PVC Tube,NMFS,,CAT,Year round,USBR,,1/12/22 (13:04 pst): Swapped SD card. Swapped 12v battery. Cleaned solar panel. 2/28/22: Clock issue relating to receiver falsly expecting leap year. Rebooted receiver remotely.  4/28/22 (12:48 pst): Updated firmware from 10.37 to 10.49. Swapped SD card. 9/2/2022 (09:39 pst). Swapped SD card. Cleaned solar panel.,,
Old_River_2,OLD_2,RT-Ongoing,No,USGS,Vallee,,S,18007,ATS,SR3017,,10.37,RT,63.46.249.38,37.93958,-121.5611,,,PST,,,11/1/2019 12:00,,,,,,,,,,,,PVC Tube,NMFS,,CAT,Year round,USBR,,1/12/22 (12:46 pst): Swapped SD card. 4/28/22 (13:08 pst): Updated firmware from 10.37 to 10.49. Swapped SD card. 9/2/2022 (09:20 pst) Swapped SD card. Discovered construction project on bridge. 9/16/2022 (09:00 pst)  Removed realtime station from bridge fender due to construction project. Replaced with tempoarary autonomous receivers ORV_1_1 and ORV_1_2 at proposed new location for realtime site.,,
Central Valley Project Trash Rack 1_1,CVP_1_1,RT-Ongoing,Yes,USGS,Vallee,,S,19067,ATS,SR3017,,10.49,RT,166.144.227.137,37.816925,-121.558425,,,PST,,,05/14/2021,,4.27,14.00,2.74,9.00,65234.00,60.000,37.816925,-121.558425,,,Pole Mount,"CV, RJ, NV",,CAT,Year round,USBR,,1/13/22 (11:03 pst): Swapped SD card. Cleaned solar panel (very dusty). 3/22/22 (10:35 pst): Swapped SD card. Updated SR3017 fw from 10.47 to 10.49. 7/21/2022 (11:44 pst): Swapped SD card.,,
Central Valley Project Trash Rack 1_2,CVP_1_2,RT-Ongoing,Yes,USGS,Vallee,,S,19064,ATS,SR3017,,10.49,RT,166.144.227.134,37.816925,-121.558425,,,PST,,,05/15/2021,,4.27,14.00,2.74,9.00,65234.00,60.000,37.816925,-121.558425,,,Pole Mount,"CV, RJ, NV",,CAT,Year round,USBR,,1/13/22 (11:05 pst): Swapped SD card. Cleaned solar panel (very dusty). 3/22/22 (10:16 pst): Swapped SD card. Updated SR3017 fw from 10.47 to 10.49. 7/21/2022 (11:45 pst): Swapped SD card.,,
Central Valley Project Tank 1,CVP_T1,RT-Ongoing,Yes,USGS,Vallee,,S,19048,ATS,SR3017,,10.49,RT,63.46.249.34,37.81583,-121.55932,,,PST,,,9/14/2021 13:26,,,,,,FED6,60.000,37.81583,-121.55932,9/14/21,,Track Mount,"CV, RJ, NV",,CAT,Year round,USBR,,1/13/22 (10:18 pst): Swapped SD card. 3/22/22 (10:05 pst): Swapped SD card. Updated SR3017 fw from 10.47 to 10.49. 7/21/2022 (11:57 pst): Swapped SD card.,,
Central Valley Project Tank 2,CVP_T2,RT-Ongoing,Yes,USGS,Vallee,,S,19056,ATS,SR3017,,10.49,RT,166.255.93.123,37.81586,-121.55927,,,PST,,,9/14/2021 13:28,,,,,,FAAE,60.000,37.81586,-121.55927,9/14/21,,Track Mount,"CV, RJ, NV",,CAT,Year round,USBR,,1/13/22 (10:19 pst): Swapped SD card. Red light was triggered on relay. Swapped out relay before leaving around 15:30pst. 3/22/22 (10:04 pst): Swapped SD card. Updated SR3017 fw from 10.47 to 10.49. 7/21/2022 (11:56 pst): Swapped SD card.,,
Central Valley Project Tank 3,CVP_T3,RT-Ongoing,Yes,USGS,Vallee,,S,20062,ATS,SR3017,,10.49,RT,166.144.227.136,37.81589,-121.55915,,,PST,,,09/14/2021 13:45,,,,,,FED4,60.000,37.81589,-121.55915,9/14/21,,Track Mount,"CV, RJ, NV",,CAT,Year round,USBR,,1/13/22 (10:22 pst): Swapped SD card. 2/28/22: Clock issue relating to receiver falsly expecting leap year. Rebooted receiver remotely. 3/22/22 (10:17 pst): Swapped SD card. Updated SR3017 fw from 10.47 to 10.49. 4/12/2022 (10:15 PST): Site visit to trouble shoot receiver. Noticed solid red DSP light. Swapped out receiver 18011 for new SN 20062. Picking up beacon immediately. Swapped SD card. 7/21/2022 (11:55 pst): Swapped SD card.,,
Central Valley Project Tank 4,CVP_T4,RT-Ongoing,Yes,USGS,Vallee,,S,20066,ATS,SR3017,,10.49,RT,166.144.227.139,37.81591,-121.55908,,,PST,,,9/14/2021 13:48,,,,,,FF4A,60.000,37.81591,-121.55908,9/14/21,,Track Mount,"CV, RJ, NV",,CAT,Year round,USBR,,1/13/22 (10:24 pst): Swapped SD card. Troubleshooting issue with beacon not being detected. Swapped receiver SN: 18009 for new SN: 20066 around 11:00pst. New receiver did not fix issue. Pulled up hydrophone/beacon. Found loose battery wire on beacon. Resoldered loose wire. Installed new battery in beacon.  3/22/22 (10:20 pst): Swapped SD card. Updated SR3017 fw from 10.48 to 10.49. 7/21/2022 (11:53 pst): Swapped SD card.,,
Clifton_Court_Intake_Canal_1_1,CCIC_1_1,RT-Ongoing,Yes,USGS,Vallee,,S,19058,ATS,SR3017,,10.49,RT,166.144.227.135,37.828395,-121.594172,,,PST,,,12/16/2021 16:30,,,21.00,,,63144.00,60.000,,,,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,12/16/2021 (16:30pst): Installed new SR3017 shore station on right bank and 100ft hydrophone cable. Shares shore station with CCIC1_2. Beacon: F6A8. 3/22/22 (09:07 pst): Swapped SD card. Updated SR3017 fw to 10.49. 7/21/2022 (11:05 pst): Swapped SD card.,,
Clifton_Court_Intake_Canal_1_2,CCIC_1_2,RT-Ongoing,Yes,USGS,Vallee,,S,18010,ATS,SR3017,,10.49,RT,63.46.176.9,37.828075,-121.594289,,,PST,,,12/16/2021 16:26,,,37.10,,,FB4A,60.000,,,,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,12/16/21 (16:30pst): Installed new SR3017 shore station on right bank and 100ft hydrophone cable. Shares shore station with CCIC1_1. Beacon: F6A8Beacon: F6A8. 3/22/22 (09:12 pst): Swapped SD card. Updated SR3017 fw to 10.49. 7/21/2022 (11:04 pst): Swapped SD card.,,
Clifton_Court_US_Radial_Gates_1_1,CCURG_1_1,RT-Ongoing,Yes,USGS,Vallee,,DD,20081,ATS,SR3017,,10.49,RT,166.140.126.124,37.829554,-121.556979,,,PST,,,12/16/2021 10:40,,,,,,64105.00,60.000,,,,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,12/16/21 (10:40 pst): Installed new SR3017 shore station with weighted frame hanging from concrete wall at radial gates. Beacon: F6A9. 3/22/22 (08:23 pst): Swapped SD card. Updated SR3017 fw to 10.49. 7/21/2022 (09:52 pst): Swapped SD card.,,
Clifton_Court_US_Radial_Gates_1_2,CCURG_1_2,RT-Ongoing,Yes,USGS,Vallee,,DD,20068,ATS,SR3017,,10.49,RT,63.46.176.5,37.830104,-121.556557,,,PST,,,12/16/2021 12:15,,,,,,65364.00,60.000,,,,,Weighted Frame,"CV, RJ, NV",,CAT,Year round,USBR,,12/16/21 (12:15 pst): Installed new SR3017 shore station with weighted frame hanging from concrete wall at radial gates.Beacon: FF54. 3/22/22 (08:33 pst): Swapped SD card. Updated SR3017 fw to 10.49. 7/21/2022 (10:02 pst): Swapped SD card.,,
Middle_River_Mildred_1,MID_1,,No,USGS,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle_River_Mildred_2,MID_2,,No,USGS,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle_River_Mildred_3,MID_3,,No,USGS,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle_River_Mildred_4,MID_4,,No,USGS,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria_Cut_1,VC_1,,No,USGS,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria_Cut_2,VC_2,,No,USGS,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old_RIver_Victoria_1,ORV_1,,No,USGS,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old_RIver_Victoria_2,ORV_2,,No,USGS,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old_RIver_Victoria_3,ORV_3,,No,USGS,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old_RIver_Victoria_4,ORV_4,,No,USGS,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Intake Sites,,,No,USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Intake Sites,,,No,USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Intake Sites,,,No,USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Intake Sites,,,No,USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YB_LibertyIsBase1,YB_BCE1,YES,N,UC Davis/NOAA,Miner/Ammann,111.94,S,2000186,Lotek,Lotek 4350L,L2022_2000186_R1.JST,9.6-9.2,A,,38.22625,-121.67326,38.22625,-121.67326,PST,03/03/2022 18:48,160,3/8/2022 11:26:00 AM,6/6/2022 10:09:00 AM,3,9.84,2.5,8.2,186,30,38.22625,-121.67326,03/08/2022 11:26,06/06/2022 10:09,shore cable,MM SG LP,MM SG LP,RMS,160,USFWS-NOAA,CS,"set temp and tilt to 60sec. Filter on. Beacon set to 30s. Put into battery life tank then taken out for field. Used existing cable at site with slight modification to add length; total cable length ~40 feet. Downstream of channel marker #50 on river left, close to confluence with shipping channel. Mooring equipment left at site, tethered to walnut tree.",,
YB_LibertyIsBase1,YB_BCW1,YES,N,UC Davis/NOAA,Miner/Ammann,111.93,S,2000189,Lotek,Lotek 4350L,L2022_2000189_R1.JST,9.6-9.2,A,,38.22587,-121.6755,38.22543,-121.67554,PST,02/17/2022 21:50,160,3/8/2022 10:54:00 AM,6/6/2022 9:53:00 AM,5,16.4,4,13.12,189,30,38.22587,-121.6755,03/08/2022 10:54,06/06/2022 9:53,soft mount,MM SG LP,MM SG LP,RMS,160,USFWS-NOAA,CS,"set temp and tilt to 60sec. Filter on. Beacon set to 30s. Soft mooring using cable clamp with 35 lbs. Tethered to large alder on river right- between channel markers #49 and #47. Lotek flashing upon retrieval, tester tag ID ‘F7AA’ on @ 10:58 PDT
Also retrieved mooring equipment",,
YB_LibertyIsBase2,YB_BCE2,YES,N,UC Davis/NOAA,Miner/Ammann,111.731,S,2000073,Lotek,Lotek 4350L,L2022_2000073_R1.JST,8.2-8.1,A,,38.22096,-121.67161,38.22096,-121.67161,PST,03/03/2022 20:26,160,3/8/2022 12:36:00 PM,6/6/2022 9:30:00 AM,5,16.4,4,13.12,73,30,38.22096,-121.67161,03/08/2022 12:36,06/06/2022 9:30,shore cable,MM SG LP,MM SG LP,RMS,160,USFWS-NOAA,CS,"set temp and tilt to 60sec. Filter on. Beacon set to 30s. Downstream of irrigation(?) pipe 150 feet. Tethered to very large willow with multiple ‘trunks’ upstream of river marker #46 on river left. NO LED on receiver #73. Tester tag ‘F7AA’ on @ 10:34 PDT.
 Weights were lost during retrieval, stuck under debris (log?). Retrieved remaining mooring equipment.",,
YB_LibertyIsBase2,YB_BCW2,YES,N,UC Davis/NOAA,Miner/Ammann,111.73,S,2000070,Lotek,Lotek 4350L,L2022_2000070_R1.JST,8.2-8.1,A,,38.2196,-121.67368,38.2196,-121.67368,PST,03/03/2022 19:59,160,3/8/2022 12:12:00 PM,6/6/2022 9:10:00 AM,4,13.12,3.5,11.48,70,30,38.2196,-121.67368,03/08/2022 12:12,06/06/2022 9:10,shore cable,MM SG LP,MM SG LP,RMS,160,USFWS-NOAA,CS,"set temp and tilt to 60sec. Filter on. Beacon set to 30s. Tethered to large overhanging fig(?) tree. Located in large eddy on river right – site is proximal to long shelf and relatively shallow. Deployed receiver too shallow the first time, retrieved shortened pig tail connection and added length to shore cable. Total cable length approximately 80 feet . Lotek flashing upon retrieval, tester tag ‘F7AA’ on @ 10:11 PDT
Also retrieved mooring equipment.",,
Hwy84Ferry,Hwy84Ferry2,YES,N,UC Davis/NOAA,Miner/Ammann,107.512,S,2000064,Lotek,Lotek 4350L,L2022_2000064_R1.JST,8.2-8.1,A,,38.1901,-121.65765,38.1901,-121.65765,PST,03/03/2022 19:06,160,3/8/2022 10:11:00 AM,6/6/2022 8:41:00 AM,4,13.12,3,9.84,64,30,38.1901,38.1901,03/08/2022 10:11,06/06/2022 8:41,shore cable,MM SG LP,MM SG LP,RMS,160,USFWS-NOAA,CS,"set temp and tilt to 60sec. Filter on. Beacon set to 30s. Used existing cable and weights located at site. Tethered to short squatty willow. Bank dropped of quickly to deep channel. During high tide this site was difficult to find. Lotek flashing upon retrieval, tester tag ‘F7AA’ on @ 09:44 PDT. 
 Left mooring equipment at site, tucked under tree and coiled with ziptie to secure neatly.",,
Hwy84Ferry,Hwy84Ferry1,YES,N,UC Davis/NOAA,Miner/Ammann,107.513,S,2000066,Lotek,Lotek 4350L,L2022_2000066_R1.JST,8.2-8.1,A,,38.19062,-121.66009,38.19062,-121.66009,PST,03/03/2022 19:39,160,3/8/2022 9:44:00 AM,6/6/2022 8:18:00 AM,4.5,14.76,4,13.12,66,30,38.19062,-121.66009,03/08/2022 9:44,06/06/2022 8:18,shore cable,MM SG LP,MM SG LP,RMS,160,USFWS-NOAA,CS,set temp and tilt to 60sec. Filter on. Beacon set to 30s. Used existing cable and weights located at site. Tethered to alder tree on river right 300 m upstream of McCoy Ferry 100 m upstream of personal/private dock.,,
Lower Putah Creek_PutahCreekFacility,19001PCF,,,UC Davis,Rypel,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
